3281	U246	news_8322 news_5644 news_2725 news_6161 news_4067 news_4675 news_2436 news_4590 news_777 news_8131	news_8419-0 news_1253-1 news_1346-0 news_1397-0 news_6272-0 news_6620-0
971	U1998	news_5918	news_6657-0 news_6549-0 news_4345-1 news_5306-0 news_5484-0 news_3082-0
5201	U4001	news_4950 news_5230 news_720 news_7536 news_6522 news_6803 news_7584 news_5109 news_5620	news_6620-0 news_2399-0 news_2682-1 news_2507-0 news_8419-0 news_1444-0
9847	U1164	news_4037 news_7583 news_5785 news_1080 news_686 news_440 news_7095 news_7474 news_5650	news_6426-1 news_8474-0 news_1716-0 news_8439-0 news_5328-0 news_1730-0
7845	U532	news_4161 news_490 news_1143 news_6049 news_6761 news_1263 news_7719 news_1020 news_5350	news_7527-0 news_2522-0 news_1677-0 news_7076-1 news_6402-0 news_8025-0
6749	U5079	news_8592 news_3912 news_8300 news_324 news_5280 news_3914	news_2451-0 news_7143-1 news_906-0 news_2381-0 news_5104-0 news_302-0
6272	U4745	news_501 news_5451	news_1125-1 news_4138-0 news_376-0 news_2300-0 news_727-0 news_6394-0
7947	U5903	news_2301 news_345 news_1677 news_184 news_5368	news_5441-0 news_1324-1 news_7692-0 news_6753-0 news_4075-0 news_1217-0
1180	U1495	news_1269 news_641 news_7172 news_2629 news_2314 news_1239 news_6203	news_3897-0 news_5363-0 news_1155-0 news_458-0 news_6182-1 news_456-0
5090	U3903	news_2735 news_8642 news_7527 news_7924	news_2718-1 news_2968-0 news_6212-0 news_2633-0 news_4023-0 news_8438-0
1805	U172	news_1730 news_5667	news_725-0 news_4640-0 news_7692-0 news_5041-0 news_7979-1 news_4999-0
8143	U6037	news_2545	news_1492-0 news_1833-0 news_7692-0 news_2834-1 news_5041-0 news_6693-0
5534	U4218	news_299 news_84 news_7778 news_5291 news_3992	news_1126-0 news_121-0 news_148-1 news_6545-0 news_982-0 news_6361-0
4579	U3599	news_4123 news_3953 news_8081 news_2811 news_8319 news_5215 news_3987 news_128	news_429-0 news_3911-0 news_7220-0 news_2805-0 news_5440-0 news_6001-1
4328	U3433	news_7063 news_6211 news_890 news_6129 news_576	news_5257-1 news_5286-0 news_1729-0 news_1747-0 news_1025-0 news_2905-0
2735	U2489	news_4254 news_5653 news_5693 news_1364 news_1587 news_2813 news_7756 news_2356	news_5703-0 news_4333-0 news_7231-0 news_556-0 news_4999-0 news_2448-1
9290	U804	news_5556 news_232 news_240 news_6353 news_4254 news_573 news_1981 news_2803 news_144	news_356-0 news_5415-1 news_8498-0 news_7643-0 news_3976-0 news_344-0
7478	U5580	news_2881 news_88 news_934 news_2834 news_4675 news_6097 news_401 news_4059 news_7773 news_2693	news_6327-1 news_2133-0 news_900-0 news_980-0 news_1913-0 news_6361-0
7055	U5287	news_222 news_825 news_5613 news_3364 news_3489 news_5836 news_7509	news_6437-0 news_1253-0 news_1136-1 news_6480-0 news_1094-0 news_3357-0
4930	U3808	news_5308 news_224 news_2343 news_4678 news_658	news_1721-0 news_1067-0 news_6566-1 news_7764-0 news_5186-0 news_4224-0
2777	U2520	news_5156 news_6351	news_5639-0 news_6309-0 news_3959-1 news_6106-0 news_4979-0 news_4058-0
9273	U796	news_4906 news_2504 news_6261	news_5186-0 news_2026-0 news_5633-0 news_6240-0 news_3917-1 news_7210-0
4612	U3621	news_3917 news_1829 news_5368	news_214-0 news_600-1 news_5639-0 news_1663-0 news_5211-0 news_3959-0
5539	U4220	news_5231 news_1053 news_5366	news_6654-1 news_947-0 news_6434-0 news_5070-0 news_6753-0 news_4199-0
1023	U4810	news_7860 news_5545 news_4758 news_7518	news_6585-0 news_1203-1 news_987-0 news_6325-0 news_809-0 news_6657-0
2640	U2441	news_278 news_6073 news_8461	news_1449-1 news_982-0 news_6545-0 news_6581-0 news_980-0 news_991-0
4054	U3258	news_7545 news_6784 news_3474 news_2404	news_4199-1 news_2759-0 news_5667-0 news_3499-0 news_1562-0 news_2064-0
4127	U3296	news_5441 news_199 news_1651 news_197 news_7336 news_6251	news_6570-0 news_1471-0 news_6805-0 news_6797-0 news_6773-1 news_6593-0
1600	U1776	news_6187 news_1427	news_980-0 news_7602-0 news_5070-0 news_369-0 news_6568-0 news_7645-1
6800	U5107	news_7166	news_5101-0 news_4637-1 news_2908-0 news_5364-0 news_8405-0 news_5216-0
2468	U2331	news_5179 news_163 news_3379 news_1177 news_466 news_6412 news_2837 news_6511 news_6132 news_1089	news_6242-0 news_6875-0 news_6890-0 news_4011-0 news_2290-0 news_207-1
1251	U1542	news_5119 news_1729 news_256 news_244 news_5148 news_2669	news_5342-0 news_6798-1 news_4246-0 news_6585-0 news_6793-0 news_6764-0
6251	U4716	news_6026 news_8449 news_1374 news_6643 news_8155 news_2947 news_3638 news_5703 news_8291 news_5154	news_6654-0 news_7764-0 news_207-0 news_6684-0 news_6327-0 news_1247-1
7449	U5552	news_7528 news_8566 news_8335 news_8425 news_5259 news_4904	news_5065-0 news_2924-0 news_5257-0 news_6390-0 news_4379-0 news_396-1
5086	U3902	news_7496 news_90 news_2647	news_982-0 news_2164-0 news_720-0 news_121-0 news_7587-0 news_1365-1
9531	U92	news_5849 news_7738 news_8593 news_5429 news_1983 news_1831 news_8188 news_7730	news_167-0 news_6386-1 news_2064-0 news_148-0 news_982-0 news_6545-0
1194	U1503	news_3887 news_7596 news_6065 news_1157 news_5999 news_6189	news_6548-0 news_1019-0 news_929-1 news_6602-0 news_991-0 news_1004-0
7507	U5606	news_1063 news_7662 news_1640 news_6716 news_886 news_6518 news_5296 news_907 news_2918	news_2521-0 news_6803-0 news_4263-1 news_1444-0 news_4122-0 news_1254-0
